date,ticker,open,high,low,close,adj_close,volume
2025-02-21,ABNB,154.56500244140625,154.56500244140625,145.75,146.07000732421875,146.07000732421875,7356400
2025-02-24,ABNB,147.0,147.07000732421875,143.8800048828125,144.82000732421875,144.82000732421875,4478900
2025-02-25,ABNB,144.78500366210938,145.16000366210938,140.39999389648438,141.5500030517578,141.5500030517578,6189200
2025-02-26,ABNB,143.16000366210938,145.1300048828125,142.22000122070312,144.02999877929688,144.02999877929688,2909400
2025-02-27,ABNB,144.6300048828125,145.69000244140625,139.0500030517578,139.4499969482422,139.4499969482422,4411800
2025-02-28,ABNB,139.5,140.16000366210938,137.58999633789062,138.8699951171875,138.8699951171875,6253100
2025-03-03,ABNB,140.33999633789062,144.75,139.9010009765625,140.97999572753906,140.97999572753906,6688900
2025-03-04,ABNB,139.9949951171875,143.22999572753906,137.82000732421875,141.4199981689453,141.4199981689453,4799500
2025-03-05,ABNB,141.8699951171875,142.7899932861328,139.2100067138672,142.5800018310547,142.5800018310547,3881600
2025-03-06,ABNB,140.3249969482422,140.3249969482422,134.61000061035156,134.77000427246094,134.77000427246094,5924300
