date,iv
2025-05-18,0.24292749267578123
2025-05-21,0.21143366699218746
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,1.0000000000000003e-05
2025-05-22,0.20117986328124998
2025-05-23,1.0000000000000003e-05
2025-05-25,0.12329978271484376
2025-05-28,1.0000000000000003e-05
2025-05-28,1.0000000000000003e-05
2025-06-01,0.19312330322265625
2025-06-01,0.19312330322265625
2025-06-02,0.1430749755859375
2025-06-06,1.0000000000000003e-05
2025-06-07,0.1733481103515625
2025-06-07,0.1733481103515625
2025-06-10,1.0000000000000003e-05
2025-06-11,0.25830819824218754
2025-06-11,0.24390404541015626
2025-06-12,1.0000000000000003e-05
2025-06-16,0.007822421875
2025-07-28,0.11255770263671874
2025-07-29,0.015634843750000002
